Business_ID,Business_Type,Industry_Sector,Years_in_Operation,Monthly_Revenue,Monthly_Expenses,Loan_Repayment_History,Outstanding_Debt,Cash_Flow_Stability_Score,GST_Filings,Supplier_Payment_Delay,Ecommerce_Sales_Volume,Digital_Invoice_Payment_Rate,Credit_Default_History,Business_Growth_Rate,Macroeconomic_Risk_Score,Social_Media_Sentiment,Regulatory_Compliance_Score,AI_Credit_Score,Month
BIZ_127,High-Risk Enterprise,E-commerce,1,570603,356821,On Time,312023,67,6310958,49,17520,0.96,0,-5.07,91,0.95,63,769,May
BIZ_127,High-Risk Enterprise,E-commerce,1,523022,353808,Early Payment,312023,66,6310958,49,17520,0.96,0,-5.07,91,0.95,63,834,Jun
BIZ_128,MSME,Manufacturing,12,384773,3277490,Early Payment,59871,85,6701457,33,16451,0.63,0,2.31,47,0.67,89,320,Jan
BIZ_128,MSME,Manufacturing,12,409950,3011545,Delayed,59871,87,6701457,33,16451,0.63,0,2.31,47,0.67,89,341,Feb
BIZ_128,MSME,Manufacturing,12,342971,2810676,Defaulted,59871,86,6701457,33,16451,0.63,0,2.31,47,0.67,89,340,Mar
BIZ_128,MSME,Manufacturing,12,367254,2948161,Defaulted,59871,83,6701457,33,16451,0.63,0,2.31,47,0.67,89,352,Apr
BIZ_128,MSME,Manufacturing,12,354348,2993361,On Time,59871,84,6701457,33,16451,0.63,0,2.31,47,0.67,89,335,May
BIZ_128,MSME,Manufacturing,12,373406,2860522,On Time,59871,86,6701457,33,16451,0.63,0,2.31,47,0.67,89,348,Jun
BIZ_129,High-Risk Enterprise,Services,10,2394827,102989,Defaulted,482604,63,6779155,50,4231,0.92,1,27.04,75,0.49,71,853,Jan
BIZ_129,High-Risk Enterprise,Services,10,2567310,98420,On Time,482604,63,6779155,50,4231,0.92,1,27.04,75,0.49,71,871,Feb
BIZ_129,High-Risk Enterprise,Services,10,2722105,91951,On Time,482604,61,6779155,50,4231,0.92,1,27.04,75,0.49,71,892,Mar
BIZ_129,High-Risk Enterprise,Services,10,2591500,106977,Delayed,482604,64,6779155,50,4231,0.92,1,27.04,75,0.49,71,882,Apr
BIZ_129,High-Risk Enterprise,Services,10,2720671,108503,Defaulted,482604,58,6779155,50,4231,0.92,1,27.04,75,0.49,71,856,May
BIZ_129,High-Risk Enterprise,Services,10,2637629,91580,Early Payment,482604,61,6779155,50,4231,0.92,1,27.04,75,0.49,71,849,Jun
BIZ_130,Startup,Manufacturing,9,2776523,608299,Delayed,491862,92,5837580,12,44925,0.74,0,-3.53,61,0.57,94,669,Jan
BIZ_130,Startup,Manufacturing,9,2940445,662021,Delayed,491862,85,5837580,12,44925,0.74,0,-3.53,61,0.57,94,666,Feb
BIZ_130,Startup,Manufacturing,9,2864697,717972,Defaulted,491862,87,5837580,12,44925,0.74,0,-3.53,61,0.57,94,684,Mar
BIZ_130,Startup,Manufacturing,9,2802421,600421,Early Payment,491862,90,5837580,12,44925,0.74,0,-3.53,61,0.57,94,694,Apr
BIZ_130,Startup,Manufacturing,9,2762169,633376,Defaulted,491862,89,5837580,12,44925,0.74,0,-3.53,61,0.57,94,720,May
BIZ_130,Startup,Manufacturing,9,2721786,636939,Defaulted,491862,85,5837580,12,44925,0.74,0,-3.53,61,0.57,94,687,Jun
BIZ_131,High-Risk Enterprise,Manufacturing,6,3444111,4259997,Delayed,32174,55,5625724,53,11449,0.76,1,28.63,56,0.28,72,457,Jan
BIZ_131,High-Risk Enterprise,Manufacturing,6,3570775,3636755,On Time,32174,58,5625724,53,11449,0.76,1,28.63,56,0.28,72,473,Feb
BIZ_131,High-Risk Enterprise,Manufacturing,6,3561394,4215273,Delayed,32174,59,5625724,53,11449,0.76,1,28.63,56,0.28,72,494,Mar
BIZ_131,High-Risk Enterprise,Manufacturing,6,3139424,3771905,Early Payment,32174,58,5625724,53,11449,0.76,1,28.63,56,0.28,72,491,Apr
BIZ_131,High-Risk Enterprise,Manufacturing,6,3200902,3659024,Early Payment,32174,59,5625724,53,11449,0.76,1,28.63,56,0.28,72,477,May
BIZ_131,High-Risk Enterprise,Manufacturing,6,3688501,4120401,Early Payment,32174,58,5625724,53,11449,0.76,1,28.63,56,0.28,72,490,Jun
BIZ_132,MSME,Tech,3,1233525,1858753,Defaulted,230823,52,6125095,0,44354,0.65,0,-1.77,47,0.78,90,865,Jan
BIZ_132,MSME,Tech,3,1245619,1944898,Defaulted,230823,51,6125095,0,44354,0.65,0,-1.77,47,0.78,90,803,Feb
BIZ_132,MSME,Tech,3,1285794,2192219,Delayed,230823,51,6125095,0,44354,0.65,0,-1.77,47,0.78,90,827,Mar
BIZ_132,MSME,Tech,3,1214588,2041678,Defaulted,230823,55,6125095,0,44354,0.65,0,-1.77,47,0.78,90,818,Apr
BIZ_132,MSME,Tech,3,1240553,1999956,Defaulted,230823,55,6125095,0,44354,0.65,0,-1.77,47,0.78,90,856,May
BIZ_132,MSME,Tech,3,1289430,2146945,Delayed,230823,52,6125095,0,44354,0.65,0,-1.77,47,0.78,90,881,Jun
BIZ_133,MSME,Tech,13,3960462,1042081,On Time,223563,55,325391,33,38325,0.79,0,19.66,68,0.77,97,852,Jan
BIZ_133,MSME,Tech,13,3762951,1112480,On Time,223563,56,325391,33,38325,0.79,0,19.66,68,0.77,97,912,Feb
BIZ_133,MSME,Tech,13,3833749,1052473,On Time,223563,56,325391,33,38325,0.79,0,19.66,68,0.77,97,901,Mar
BIZ_133,MSME,Tech,13,3662809,1050589,Defaulted,223563,57,325391,33,38325,0.79,0,19.66,68,0.77,97,848,Apr
BIZ_133,MSME,Tech,13,3977666,1123760,Early Payment,223563,56,325391,33,38325,0.79,0,19.66,68,0.77,97,885,May
BIZ_133,MSME,Tech,13,3749812,1050742,Delayed,223563,57,325391,33,38325,0.79,0,19.66,68,0.77,97,881,Jun
BIZ_134,Startup,Tech,14,4069297,1477418,On Time,137653,49,6798541,28,38947,0.66,0,11.87,78,0.23,82,775,Jan
BIZ_134,Startup,Tech,14,3795093,1423873,Defaulted,137653,48,6798541,28,38947,0.66,0,11.87,78,0.23,82,734,Feb
BIZ_134,Startup,Tech,14,4351855,1375863,Defaulted,137653,51,6798541,28,38947,0.66,0,11.87,78,0.23,82,771,Mar
BIZ_134,Startup,Tech,14,4218012,1377746,On Time,137653,48,6798541,28,38947,0.66,0,11.87,78,0.23,82,751,Apr
BIZ_134,Startup,Tech,14,4030765,1656912,Early Payment,137653,50,6798541,28,38947,0.66,0,11.87,78,0.23,82,799,May
BIZ_134,Startup,Tech,14,4010895,1628129,Defaulted,137653,51,6798541,28,38947,0.66,0,11.87,78,0.23,82,768,Jun
BIZ_135,High-Risk Enterprise,Services,8,3802118,2624694,Defaulted,110155,83,291387,47,12553,0.52,0,25.38,73,0.89,63,485,Jan
BIZ_135,High-Risk Enterprise,Services,8,4067279,2611000,Defaulted,110155,87,291387,47,12553,0.52,0,25.38,73,0.89,63,510,Feb
BIZ_135,High-Risk Enterprise,Services,8,4173438,2303014,Defaulted,110155,84,291387,47,12553,0.52,0,25.38,73,0.89,63,475,Mar
BIZ_135,High-Risk Enterprise,Services,8,4102772,2266112,Defaulted,110155,84,291387,47,12553,0.52,0,25.38,73,0.89,63,524,Apr
BIZ_135,High-Risk Enterprise,Services,8,4202809,2241329,Early Payment,110155,89,291387,47,12553,0.52,0,25.38,73,0.89,63,516,May
BIZ_135,High-Risk Enterprise,Services,8,3744410,2322367,Defaulted,110155,82,291387,47,12553,0.52,0,25.38,73,0.89,63,505,Jun
BIZ_136,High-Risk Enterprise,Tech,9,361748,2609554,Delayed,333997,84,3732632,46,18914,0.64,0,12.16,83,0.34,75,833,Jan
BIZ_136,High-Risk Enterprise,Tech,9,379903,2812372,Defaulted,333997,87,3732632,46,18914,0.64,0,12.16,83,0.34,75,862,Feb
BIZ_136,High-Risk Enterprise,Tech,9,375769,2505749,Early Payment,333997,81,3732632,46,18914,0.64,0,12.16,83,0.34,75,815,Mar
BIZ_136,High-Risk Enterprise,Tech,9,408704,2384827,On Time,333997,83,3732632,46,18914,0.64,0,12.16,83,0.34,75,862,Apr
BIZ_136,High-Risk Enterprise,Tech,9,404658,2734941,Delayed,333997,81,3732632,46,18914,0.64,0,12.16,83,0.34,75,817,May
BIZ_136,High-Risk Enterprise,Tech,9,399112,2857166,Defaulted,333997,85,3732632,46,18914,0.64,0,12.16,83,0.34,75,806,Jun
BIZ_137,Startup,E-commerce,6,3718504,1795124,Delayed,326190,53,4708474,12,18363,0.5,0,11.38,63,0.98,66,869,Jan
BIZ_137,Startup,E-commerce,6,3844433,1797190,On Time,326190,52,4708474,12,18363,0.5,0,11.38,63,0.98,66,861,Feb
BIZ_137,Startup,E-commerce,6,3945833,2041689,Delayed,326190,50,4708474,12,18363,0.5,0,11.38,63,0.98,66,838,Mar
BIZ_137,Startup,E-commerce,6,3746711,2038265,On Time,326190,49,4708474,12,18363,0.5,0,11.38,63,0.98,66,803,Apr
BIZ_137,Startup,E-commerce,6,3567747,2119429,Defaulted,326190,49,4708474,12,18363,0.5,0,11.38,63,0.98,66,832,May
BIZ_137,Startup,E-commerce,6,3776299,1750156,On Time,326190,49,4708474,12,18363,0.5,0,11.38,63,0.98,66,825,Jun
BIZ_138,High-Risk Enterprise,Retail,11,4140256,3628004,Delayed,311822,87,9862681,47,12258,0.99,0,-2.18,65,0.44,81,692,Jan
BIZ_138,High-Risk Enterprise,Retail,11,4523785,3648756,On Time,311822,88,9862681,47,12258,0.99,0,-2.18,65,0.44,81,725,Feb
BIZ_138,High-Risk Enterprise,Retail,11,4587431,3546018,Defaulted,311822,89,9862681,47,12258,0.99,0,-2.18,65,0.44,81,678,Mar
BIZ_138,High-Risk Enterprise,Retail,11,4823828,3422865,On Time,311822,91,9862681,47,12258,0.99,0,-2.18,65,0.44,81,696,Apr
BIZ_138,High-Risk Enterprise,Retail,11,4855231,3611159,Early Payment,311822,91,9862681,47,12258,0.99,0,-2.18,65,0.44,81,676,May
BIZ_138,High-Risk Enterprise,Retail,11,4708251,3911523,Early Payment,311822,89,9862681,47,12258,0.99,0,-2.18,65,0.44,81,701,Jun
BIZ_139,High-Risk Enterprise,E-commerce,7,692179,1478666,Defaulted,288793,69,2635394,48,15835,0.98,0,-3.35,47,0.26,88,338,Jan
BIZ_139,High-Risk Enterprise,E-commerce,7,639751,1517890,Delayed,288793,71,2635394,48,15835,0.98,0,-3.35,47,0.26,88,324,Feb
BIZ_139,High-Risk Enterprise,E-commerce,7,617226,1710954,Early Payment,288793,71,2635394,48,15835,0.98,0,-3.35,47,0.26,88,348,Mar
BIZ_139,High-Risk Enterprise,E-commerce,7,642495,1524050,On Time,288793,72,2635394,48,15835,0.98,0,-3.35,47,0.26,88,334,Apr
BIZ_139,High-Risk Enterprise,E-commerce,7,681973,1610499,Delayed,288793,74,2635394,48,15835,0.98,0,-3.35,47,0.26,88,352,May
BIZ_139,High-Risk Enterprise,E-commerce,7,669950,1521899,Defaulted,288793,71,2635394,48,15835,0.98,0,-3.35,47,0.26,88,346,Jun
BIZ_140,MSME,E-commerce,1,1207822,231962,On Time,127795,58,5696526,52,15930,0.7,0,26.66,67,0.42,70,896,Jan
BIZ_140,MSME,E-commerce,1,1136126,263720,Defaulted,127795,55,5696526,52,15930,0.7,0,26.66,67,0.42,70,872,Feb
BIZ_140,MSME,E-commerce,1,1217839,232410,Delayed,127795,55,5696526,52,15930,0.7,0,26.66,67,0.42,70,889,Mar
BIZ_140,MSME,E-commerce,1,1042453,243577,Early Payment,127795,55,5696526,52,15930,0.7,0,26.66,67,0.42,70,853,Apr
BIZ_140,MSME,E-commerce,1,1126044,230388,On Time,127795,59,5696526,52,15930,0.7,0,26.66,67,0.42,70,912,May
BIZ_140,MSME,E-commerce,1,1216652,225927,On Time,127795,60,5696526,52,15930,0.7,0,26.66,67,0.42,70,900,Jun
BIZ_141,High-Risk Enterprise,Tech,14,3176954,1283935,Early Payment,88668,85,9913271,28,47993,0.86,0,3.11,88,0.5,92,695,Jan
BIZ_141,High-Risk Enterprise,Tech,14,2751633,1333473,Delayed,88668,80,9913271,28,47993,0.86,0,3.11,88,0.5,92,710,Feb
BIZ_141,High-Risk Enterprise,Tech,14,3294809,1337588,Early Payment,88668,81,9913271,28,47993,0.86,0,3.11,88,0.5,92,700,Mar
BIZ_141,High-Risk Enterprise,Tech,14,3162726,1310378,Delayed,88668,85,9913271,28,47993,0.86,0,3.11,88,0.5,92,721,Apr
BIZ_141,High-Risk Enterprise,Tech,14,2956247,1380485,Early Payment,88668,86,9913271,28,47993,0.86,0,3.11,88,0.5,92,685,May
BIZ_141,High-Risk Enterprise,Tech,14,2931241,1209532,On Time,88668,83,9913271,28,47993,0.86,0,3.11,88,0.5,92,686,Jun
BIZ_142,High-Risk Enterprise,Retail,5,1894882,2417475,On Time,213397,92,3391070,38,44773,0.67,0,4.88,38,0.16,88,762,Jan
BIZ_142,High-Risk Enterprise,Retail,5,1655712,2060891,On Time,213397,90,3391070,38,44773,0.67,0,4.88,38,0.16,88,750,Feb
BIZ_142,High-Risk Enterprise,Retail,5,1752382,2274921,Delayed,213397,97,3391070,38,44773,0.67,0,4.88,38,0.16,88,775,Mar
BIZ_142,High-Risk Enterprise,Retail,5,1808066,2476093,Delayed,213397,93,3391070,38,44773,0.67,0,4.88,38,0.16,88,718,Apr
BIZ_142,High-Risk Enterprise,Retail,5,1640556,2424697,On Time,213397,96,3391070,38,44773,0.67,0,4.88,38,0.16,88,762,May
BIZ_142,High-Risk Enterprise,Retail,5,1795395,2198416,Defaulted,213397,92,3391070,38,44773,0.67,0,4.88,38,0.16,88,770,Jun
BIZ_143,Startup,Retail,5,3500276,2024735,Delayed,145639,62,786268,23,24026,0.84,0,20.39,80,0.62,98,779,Jan
BIZ_143,Startup,Retail,5,3490332,2134396,Defaulted,145639,60,786268,23,24026,0.84,0,20.39,80,0.62,98,804,Feb
BIZ_143,Startup,Retail,5,3004711,2189878,On Time,145639,62,786268,23,24026,0.84,0,20.39,80,0.62,98,780,Mar
BIZ_143,Startup,Retail,5,3454247,1914422,On Time,145639,60,786268,23,24026,0.84,0,20.39,80,0.62,98,800,Apr
BIZ_143,Startup,Retail,5,3397511,1999207,Defaulted,145639,65,786268,23,24026,0.84,0,20.39,80,0.62,98,806,May
BIZ_143,Startup,Retail,5,3479456,1995933,On Time,145639,60,786268,23,24026,0.84,0,20.39,80,0.62,98,831,Jun
BIZ_144,Startup,Retail,10,4145066,2807176,Early Payment,473620,53,901955,25,45166,0.9,0,3.55,64,0.64,71,595,Jan
BIZ_144,Startup,Retail,10,4515889,3119136,Delayed,473620,53,901955,25,45166,0.9,0,3.55,64,0.64,71,646,Feb
BIZ_144,Startup,Retail,10,3976689,2748224,Delayed,473620,50,901955,25,45166,0.9,0,3.55,64,0.64,71,594,Mar
BIZ_144,Startup,Retail,10,4407155,2840972,Early Payment,473620,52,901955,25,45166,0.9,0,3.55,64,0.64,71,617,Apr
BIZ_144,Startup,Retail,10,3942767,2718717,Early Payment,473620,53,901955,25,45166,0.9,0,3.55,64,0.64,71,600,May
BIZ_144,Startup,Retail,10,4142782,2904743,Delayed,473620,51,901955,25,45166,0.9,0,3.55,64,0.64,71,643,Jun
BIZ_145,MSME,Services,14,459832,785424,Early Payment,352050,80,9599617,16,34879,0.97,0,28.08,34,0.77,66,812,Jan
BIZ_145,MSME,Services,14,498268,751713,Early Payment,352050,82,9599617,16,34879,0.97,0,28.08,34,0.77,66,883,Feb
BIZ_145,MSME,Services,14,483303,798329,Delayed,352050,77,9599617,16,34879,0.97,0,28.08,34,0.77,66,891,Mar
BIZ_145,MSME,Services,14,473127,829939,On Time,352050,79,9599617,16,34879,0.97,0,28.08,34,0.77,66,837,Apr
BIZ_145,MSME,Services,14,469634,709999,Early Payment,352050,79,9599617,16,34879,0.97,0,28.08,34,0.77,66,891,May
BIZ_145,MSME,Services,14,417651,707253,Defaulted,352050,77,9599617,16,34879,0.97,0,28.08,34,0.77,66,852,Jun
BIZ_146,High-Risk Enterprise,Tech,4,4456463,1104133,On Time,239141,79,2113148,6,3473,0.7,1,19.52,43,0.13,98,522,Jan
BIZ_146,High-Risk Enterprise,Tech,4,3983336,1027484,Defaulted,239141,77,2113148,6,3473,0.7,1,19.52,43,0.13,98,529,Feb
BIZ_146,High-Risk Enterprise,Tech,4,4341496,1170480,Early Payment,239141,76,2113148,6,3473,0.7,1,19.52,43,0.13,98,499,Mar
BIZ_146,High-Risk Enterprise,Tech,4,4335334,1115802,Delayed,239141,77,2113148,6,3473,0.7,1,19.52,43,0.13,98,496,Apr
BIZ_146,High-Risk Enterprise,Tech,4,4542581,1196591,Defaulted,239141,79,2113148,6,3473,0.7,1,19.52,43,0.13,98,499,May
BIZ_146,High-Risk Enterprise,Tech,4,3923099,1159066,Defaulted,239141,78,2113148,6,3473,0.7,1,19.52,43,0.13,98,527,Jun
BIZ_147,High-Risk Enterprise,Retail,6,4628046,1167781,On Time,96019,86,6935735,12,10435,0.89,0,13.9,59,0.59,85,373,Jan
BIZ_147,High-Risk Enterprise,Retail,6,4804813,1244587,Early Payment,96019,90,6935735,12,10435,0.89,0,13.9,59,0.59,85,357,Feb
BIZ_147,High-Risk Enterprise,Retail,6,4580615,1162860,On Time,96019,83,6935735,12,10435,0.89,0,13.9,59,0.59,85,380,Mar
BIZ_147,High-Risk Enterprise,Retail,6,4737444,1180941,On Time,96019,87,6935735,12,10435,0.89,0,13.9,59,0.59,85,370,Apr
BIZ_147,High-Risk Enterprise,Retail,6,4523391,1376801,On Time,96019,84,6935735,12,10435,0.89,0,13.9,59,0.59,85,355,May
BIZ_147,High-Risk Enterprise,Retail,6,4231684,1315117,Delayed,96019,82,6935735,12,10435,0.89,0,13.9,59,0.59,85,364,Jun
BIZ_148,High-Risk Enterprise,Services,7,428547,1945787,On Time,455160,57,4567223,4,23841,0.63,0,25.24,33,0.15,99,850,Jan
BIZ_148,High-Risk Enterprise,Services,7,408047,1719224,On Time,455160,61,4567223,4,23841,0.63,0,25.24,33,0.15,99,876,Feb
BIZ_148,High-Risk Enterprise,Services,7,487917,1825507,Defaulted,455160,59,4567223,4,23841,0.63,0,25.24,33,0.15,99,865,Mar
BIZ_148,High-Risk Enterprise,Services,7,420180,1926918,Early Payment,455160,61,4567223,4,23841,0.63,0,25.24,33,0.15,99,864,Apr
BIZ_148,High-Risk Enterprise,Services,7,486542,2018929,Delayed,455160,58,4567223,4,23841,0.63,0,25.24,33,0.15,99,826,May
BIZ_148,High-Risk Enterprise,Services,7,408988,2010059,Defaulted,455160,62,4567223,4,23841,0.63,0,25.24,33,0.15,99,842,Jun
BIZ_149,MSME,Manufacturing,9,570863,2120827,Defaulted,340146,81,2544291,25,10792,1.0,0,-8.02,68,0.73,68,554,Jan
BIZ_149,MSME,Manufacturing,9,546936,2475652,On Time,340146,80,2544291,25,10792,1.0,0,-8.02,68,0.73,68,543,Feb
BIZ_149,MSME,Manufacturing,9,568786,2288997,Defaulted,340146,84,2544291,25,10792,1.0,0,-8.02,68,0.73,68,529,Mar
BIZ_149,MSME,Manufacturing,9,519360,2223953,Early Payment,340146,85,2544291,25,10792,1.0,0,-8.02,68,0.73,68,559,Apr
BIZ_149,MSME,Manufacturing,9,522883,2336073,Defaulted,340146,84,2544291,25,10792,1.0,0,-8.02,68,0.73,68,510,May
BIZ_149,MSME,Manufacturing,9,564248,2090893,Delayed,340146,82,2544291,25,10792,1.0,0,-8.02,68,0.73,68,550,Jun
BIZ_150,MSME,Manufacturing,1,1822883,1257167,Early Payment,28803,58,247745,48,47395,0.51,0,0.28,93,0.15,93,569,Jan
BIZ_150,MSME,Manufacturing,1,1946236,1291225,Early Payment,28803,57,247745,48,47395,0.51,0,0.28,93,0.15,93,595,Feb
BIZ_150,MSME,Manufacturing,1,2166872,1311858,Defaulted,28803,58,247745,48,47395,0.51,0,0.28,93,0.15,93,565,Mar
BIZ_150,MSME,Manufacturing,1,2025141,1366132,Defaulted,28803,59,247745,48,47395,0.51,0,0.28,93,0.15,93,584,Apr
BIZ_150,MSME,Manufacturing,1,1879109,1271017,Early Payment,28803,57,247745,48,47395,0.51,0,0.28,93,0.15,93,576,May
BIZ_150,MSME,Manufacturing,1,1982248,1490251,On Time,28803,56,247745,48,47395,0.51,0,0.28,93,0.15,93,579,Jun
BIZ_151,Startup,Services,6,2421908,2239567,Delayed,149302,52,3892824,2,45641,0.8,0,8.6,54,0.92,72,446,Jan
BIZ_151,Startup,Services,6,2857062,2628506,Early Payment,149302,54,3892824,2,45641,0.8,0,8.6,54,0.92,72,449,Feb
BIZ_151,Startup,Services,6,2730124,2461133,Defaulted,149302,53,3892824,2,45641,0.8,0,8.6,54,0.92,72,451,Mar
BIZ_151,Startup,Services,6,2463641,2419245,Early Payment,149302,51,3892824,2,45641,0.8,0,8.6,54,0.92,72,459,Apr
BIZ_151,Startup,Services,6,2916156,2436784,Early Payment,149302,49,3892824,2,45641,0.8,0,8.6,54,0.92,72,472,May
BIZ_151,Startup,Services,6,2785810,2315344,Early Payment,149302,53,3892824,2,45641,0.8,0,8.6,54,0.92,72,439,Jun
BIZ_152,MSME,Services,7,1218028,1705651,Early Payment,148934,61,237686,6,34157,0.83,0,-0.92,57,0.73,95,484,Jan
BIZ_152,MSME,Services,7,1083663,1727607,Defaulted,148934,65,237686,6,34157,0.83,0,-0.92,57,0.73,95,483,Feb
BIZ_152,MSME,Services,7,1247997,1598138,Defaulted,148934,65,237686,6,34157,0.83,0,-0.92,57,0.73,95,481,Mar
BIZ_152,MSME,Services,7,1198547,1606478,Delayed,148934,61,237686,6,34157,0.83,0,-0.92,57,0.73,95,494,Apr
BIZ_152,MSME,Services,7,1150926,1571653,On Time,148934,60,237686,6,34157,0.83,0,-0.92,57,0.73,95,484,May
BIZ_152,MSME,Services,7,1107673,1791960,Early Payment,148934,65,237686,6,34157,0.83,0,-0.92,57,0.73,95,503,Jun
BIZ_153,High-Risk Enterprise,Tech,3,1832169,1032787,On Time,436571,64,5350295,57,1547,0.84,0,19.76,95,0.56,84,301,Jan
BIZ_153,High-Risk Enterprise,Tech,3,2237582,1176452,Delayed,436571,61,5350295,57,1547,0.84,0,19.76,95,0.56,84,300,Feb
BIZ_153,High-Risk Enterprise,Tech,3,2132255,1103757,Delayed,436571,61,5350295,57,1547,0.84,0,19.76,95,0.56,84,304,Mar
BIZ_153,High-Risk Enterprise,Tech,3,2131631,1180051,Delayed,436571,62,5350295,57,1547,0.84,0,19.76,95,0.56,84,312,Apr
BIZ_153,High-Risk Enterprise,Tech,3,2111585,1192962,Delayed,436571,63,5350295,57,1547,0.84,0,19.76,95,0.56,84,296,May
BIZ_153,High-Risk Enterprise,Tech,3,2020666,1148358,Delayed,436571,63,5350295,57,1547,0.84,0,19.76,95,0.56,84,312,Jun
BIZ_154,High-Risk Enterprise,Tech,8,4770741,434161,Early Payment,424475,97,4251923,48,19683,0.56,0,26.77,51,0.5,83,373,Jan
BIZ_154,High-Risk Enterprise,Tech,8,4329841,456630,Delayed,424475,97,4251923,48,19683,0.56,0,26.77,51,0.5,83,372,Feb
BIZ_154,High-Risk Enterprise,Tech,8,4279222,436029,Early Payment,424475,93,4251923,48,19683,0.56,0,26.77,51,0.5,83,353,Mar
BIZ_154,High-Risk Enterprise,Tech,8,3957385,440452,Defaulted,424475,97,4251923,48,19683,0.56,0,26.77,51,0.5,83,364,Apr
BIZ_154,High-Risk Enterprise,Tech,8,4028657,444459,Delayed,424475,95,4251923,48,19683,0.56,0,26.77,51,0.5,83,357,May
BIZ_154,High-Risk Enterprise,Tech,8,4582003,455815,On Time,424475,96,4251923,48,19683,0.56,0,26.77,51,0.5,83,352,Jun
BIZ_155,MSME,Manufacturing,5,715160,1759061,On Time,230147,81,5779980,38,22865,0.97,0,6.95,60,0.22,76,543,Jan
BIZ_155,MSME,Manufacturing,5,713713,1889957,Delayed,230147,78,5779980,38,22865,0.97,0,6.95,60,0.22,76,503,Feb
BIZ_155,MSME,Manufacturing,5,670579,1792104,On Time,230147,80,5779980,38,22865,0.97,0,6.95,60,0.22,76,522,Mar
BIZ_155,MSME,Manufacturing,5,678707,1813177,On Time,230147,78,5779980,38,22865,0.97,0,6.95,60,0.22,76,498,Apr
BIZ_155,MSME,Manufacturing,5,689097,1566560,On Time,230147,80,5779980,38,22865,0.97,0,6.95,60,0.22,76,516,May
BIZ_155,MSME,Manufacturing,5,744777,1719627,On Time,230147,83,5779980,38,22865,0.97,0,6.95,60,0.22,76,498,Jun
BIZ_156,High-Risk Enterprise,Retail,9,60730,550994,Defaulted,480661,86,5249534,52,24006,0.59,0,3.69,52,0.36,61,909,Jan
BIZ_156,High-Risk Enterprise,Retail,9,56296,624347,Delayed,480661,83,5249534,52,24006,0.59,0,3.69,52,0.36,61,904,Feb
BIZ_156,High-Risk Enterprise,Retail,9,60891,614875,Delayed,480661,82,5249534,52,24006,0.59,0,3.69,52,0.36,61,856,Mar
BIZ_156,High-Risk Enterprise,Retail,9,66628,636285,Delayed,480661,80,5249534,52,24006,0.59,0,3.69,52,0.36,61,873,Apr
BIZ_156,High-Risk Enterprise,Retail,9,62613,576652,Early Payment,480661,85,5249534,52,24006,0.59,0,3.69,52,0.36,61,892,May
BIZ_156,High-Risk Enterprise,Retail,9,65784,649496,Defaulted,480661,78,5249534,52,24006,0.59,0,3.69,52,0.36,61,922,Jun
BIZ_157,High-Risk Enterprise,Manufacturing,5,1187523,2117666,On Time,30795,95,3414344,0,19667,0.81,0,28.46,77,0.88,72,564,Jan
BIZ_157,High-Risk Enterprise,Manufacturing,5,1171957,1989124,On Time,30795,98,3414344,0,19667,0.81,0,28.46,77,0.88,72,592,Feb
BIZ_157,High-Risk Enterprise,Manufacturing,5,1147357,1981468,Defaulted,30795,91,3414344,0,19667,0.81,0,28.46,77,0.88,72,576,Mar
BIZ_157,High-Risk Enterprise,Manufacturing,5,1374371,2188151,Delayed,30795,90,3414344,0,19667,0.81,0,28.46,77,0.88,72,606,Apr
BIZ_157,High-Risk Enterprise,Manufacturing,5,1194294,2267358,Early Payment,30795,96,3414344,0,19667,0.81,0,28.46,77,0.88,72,588,May
BIZ_157,High-Risk Enterprise,Manufacturing,5,1185333,1972941,Defaulted,30795,96,3414344,0,19667,0.81,0,28.46,77,0.88,72,560,Jun
BIZ_158,MSME,Retail,9,3617821,3763888,Defaulted,270914,67,149976,48,14239,0.61,1,7.79,49,0.91,90,469,Jan
BIZ_158,MSME,Retail,9,3859808,3485020,On Time,270914,68,149976,48,14239,0.61,1,7.79,49,0.91,90,459,Feb
BIZ_158,MSME,Retail,9,3727489,3237425,Defaulted,270914,68,149976,48,14239,0.61,1,7.79,49,0.91,90,473,Mar
BIZ_158,MSME,Retail,9,3874645,3749830,On Time,270914,66,149976,48,14239,0.61,1,7.79,49,0.91,90,472,Apr
BIZ_158,MSME,Retail,9,3490912,3463317,Early Payment,270914,68,149976,48,14239,0.61,1,7.79,49,0.91,90,484,May
BIZ_158,MSME,Retail,9,3870802,3459066,Defaulted,270914,68,149976,48,14239,0.61,1,7.79,49,0.91,90,486,Jun
BIZ_159,MSME,Retail,10,2558184,1110069,Delayed,11093,86,2622620,16,46625,0.65,0,9.56,67,0.1,88,345,Jan
BIZ_159,MSME,Retail,10,2427195,960238,Delayed,11093,89,2622620,16,46625,0.65,0,9.56,67,0.1,88,354,Feb
BIZ_159,MSME,Retail,10,2489488,1020552,On Time,11093,87,2622620,16,46625,0.65,0,9.56,67,0.1,88,352,Mar
BIZ_159,MSME,Retail,10,2445101,1108201,Defaulted,11093,86,2622620,16,46625,0.65,0,9.56,67,0.1,88,373,Apr
BIZ_159,MSME,Retail,10,2391750,1099909,Delayed,11093,89,2622620,16,46625,0.65,0,9.56,67,0.1,88,373,May
